"Cancer_type","group","c_index"
"BLCA","cnv",0.777875759357241
"BLCA","cnv",0.748386150234742
"BLCA","cnv",0.766196357955378
"BLCA","cnv",0.778750672601869
"BLCA","cnv",0.754291845493562
"BLCA","cnv",0.741139765027056
"BLCA","cnv",0.73166518606258
"BLCA","cnv",0.790867172393277
"BLCA","cnv",0.748917961833563
"BLCA","cnv",0.757145753091425
"BLCA","cnv",0.769449090264052
"BLCA","cnv",0.776736361451574
"BLCA","cnv",0.742562871856407
"BLCA","cnv",0.739187866927593
"BLCA","cnv",0.776426702838872
"BLCA","cnv",0.77383613567888
"BLCA","cnv",0.743308167467399
"BLCA","cnv",0.760461689587426
"BLCA","cnv",0.79698585898126
"BLCA","cnv",0.743872852403822
"BLCA","cnv",0.755251587689301
"BLCA","cnv",0.7456678611752
"BLCA","cnv",0.777017783857729
"BLCA","cnv",0.766655022705724
"BLCA","cnv",0.772496584032793
"BLCA","cnv",0.74352766798419
"BLCA","cnv",0.729659436647365
"BLCA","cnv",0.747698153651289
"BLCA","cnv",0.771895267835696
"BLCA","cnv",0.73860288610376
"BLCA","cnv",0.743735543562066
"BLCA","cnv",0.775317732499496
"BLCA","cnv",0.748935964403173
"BLCA","cnv",0.757355126300149
"BLCA","cnv",0.7252406986308
"BLCA","cnv",0.726553559878601
"BLCA","cnv",0.766955759111284
"BLCA","cnv",0.772465780599088
"BLCA","cnv",0.725951453401259
"BLCA","cnv",0.700484285431904
"BLCA","cnv",0.714222090261283
"BLCA","cnv",0.770649753074465
"BLCA","cnv",0.751171368756854
"BLCA","cnv",0.752615992102665
"BLCA","cnv",0.74028529267093
"BLCA","cnv",0.77185332011893
"BLCA","cnv",0.733244628424995
"BLCA","cnv",0.737134502923977
"BLCA","cnv",0.745813848242571
"BLCA","cnv",0.750395413206801
"BLCA","cnv",0.754932349323493
"BLCA","cnv",0.756906892144332
"BLCA","baseline",0.744691358024691
"BLCA","baseline",0.72896530221371
"BLCA","baseline",0.731565902451978
"BLCA","baseline",0.748813499736333
"BLCA","baseline",0.727268529208035
"BLCA","baseline",0.733306133550932
"BLCA","baseline",0.748906426155581
"BLCA","baseline",0.771821610827602
"BLCA","baseline",0.725382932166302
"BLCA","baseline",0.764492428993818
"BLCA","baseline",0.73313269248046
"BLCA","baseline",0.750854150951768
"BLCA","baseline",0.734113563545746
"BLCA","baseline",0.751509459278143
"BLCA","baseline",0.756971759402484
"BLCA","baseline",0.759875214200975
"BLCA","baseline",0.724868432789225
"BLCA","baseline",0.759337748344371
"BLCA","baseline",0.737992624516817
"BLCA","baseline",0.766634050880626
"BLCA","baseline",0.704140953403094
"BLCA","baseline",0.747654742133848
"BLCA","baseline",0.744485045337664
"BLCA","baseline",0.706525174983066
"BLCA","baseline",0.766436761017557
"BLCA","baseline",0.714786044632033
"BLCA","baseline",0.761671534486632
"BLCA","baseline",0.741320596170006
"BLCA","baseline",0.765476507682743
"BLCA","baseline",0.775680612333652
"BLCA","baseline",0.749436581628054
"BLCA","baseline",0.747311357873568
"BLCA","baseline",0.718419036459507
"BLCA","baseline",0.725484777301829
"BLCA","baseline",0.73963061160293
"BLCA","baseline",0.752487844776662
"BLCA","baseline",0.749988681124643
"BLCA","baseline",0.750854150951768
"BLCA","baseline",0.7240825790342
"BLCA","baseline",0.716913919826848
"BLCA","baseline",0.788766352636514
"BLCA","baseline",0.740464195753868
"BLCA","baseline",0.733695652173913
"BLCA","baseline",0.725448220497725
"BLCA","baseline",0.763732061721175
"BLCA","baseline",0.74005617468515
"BLCA","baseline",0.741987394394529
"BLCA","baseline",0.730905137265561
"BLCA","baseline",0.71022448342036
"BLCA","baseline",0.750854150951768
"BLCA","drug_snp",0.793636082792709
"BLCA","drug_snp",0.809728874631981
"BLCA","drug_snp",0.828636542928518
"BLCA","drug_snp",0.799004492996212
"BLCA","drug_snp",0.789953937266945
"BLCA","drug_snp",0.787181521643304
"BLCA","drug_snp",0.800121929977356
"BLCA","drug_snp",0.7815649867374
"BLCA","drug_snp",0.803605643616095
"BLCA","drug_snp",0.81127924206367
"BLCA","drug_snp",0.836050685464689
"BLCA","drug_snp",0.775706314763971
"BLCA","drug_snp",0.787181521643304
"BLCA","drug_snp",0.818511400366908
"BLCA","drug_snp",0.802404809619239
"BLCA","drug_snp",0.777309448542325
"BLCA","drug_snp",0.810051900811782
"BLCA","drug_snp",0.799518704878582
"BLCA","drug_snp",0.795902883156297
"BLCA","drug_snp",0.796923624077532
"BLCA","drug_snp",0.816863259065094
"BLCA","drug_snp",0.805649075248131
"BLCA","drug_snp",0.811671432284897
"BLCA","drug_snp",0.80796467913971
"BLCA","drug_snp",0.803282294966561
"BLCA","drug_snp",0.790198262419247
"BLCA","drug_snp",0.812105217617029
"BLCA","drug_snp",0.768980330092697
"BLCA","drug_snp",0.803242769500438
"BLCA","drug_snp",0.775740666932377
"BLCA","drug_snp",0.822600729342702
"BLCA","drug_snp",0.772824536376605
"BLCA","drug_snp",0.815416175636157
"BLCA","drug_snp",0.767442882249561
"BLCA","drug_snp",0.812936290536361
"BLCA","drug_snp",0.815416175636157
"BLCA","drug_snp",0.797140852482021
"BLCA","drug_snp",0.784574111334675
"BLCA","drug_snp",0.810905853549967
"BLCA","drug_snp",0.800702987697715
"BLCA","drug_snp",0.78798539365871
"BLCA","drug_snp",0.778217109992811
"BLCA","drug_snp",0.817954108332961
"BLCA","drug_snp",0.823249934617732
"BLCA","drug_snp",0.789819228347873
"BLCA","drug_snp",0.80299130126043
"BLCA","drug_snp",0.81445541969453
"BLCA","drug_snp",0.830660708026639
"BLCA","drug_snp",0.827568382511307
"BLCA","drug_snp",0.798927849547412
"BLCA","drug_cnv",0.794812708374191
"BLCA","drug_cnv",0.787735849056604
"BLCA","drug_cnv",0.808013274120346
"BLCA","drug_cnv",0.807396067550113
"BLCA","drug_cnv",0.844865864939871
"BLCA","drug_cnv",0.816898666407086
"BLCA","drug_cnv",0.827443428021184
"BLCA","drug_cnv",0.804485308425764
"BLCA","drug_cnv",0.833063131794774
"BLCA","drug_cnv",0.799884102762217
"BLCA","drug_cnv",0.826332138590203
"BLCA","drug_cnv",0.792716685757923
"BLCA","drug_cnv",0.792029887920299
"BLCA","drug_cnv",0.7681187924083
"BLCA","drug_cnv",0.785392504552861
"BLCA","drug_cnv",0.828329297820823
"BLCA","drug_cnv",0.84297403395923
"BLCA","drug_cnv",0.775314861460957
"BLCA","drug_cnv",0.814009060586449
"BLCA","drug_cnv",0.771545031055901
"BLCA","drug_cnv",0.817514792899408
"BLCA","drug_cnv",0.800455492561903
"BLCA","drug_cnv",0.811812196645682
"BLCA","drug_cnv",0.806584163202166
"BLCA","drug_cnv",0.785284683239776
"BLCA","drug_cnv",0.763337559738613
"BLCA","drug_cnv",0.806695204655861
"BLCA","drug_cnv",0.801817039578602
"BLCA","drug_cnv",0.805780515008972
"BLCA","drug_cnv",0.791018831482376
"BLCA","drug_cnv",0.786680894407528
"BLCA","drug_cnv",0.788179528958673
"BLCA","drug_cnv",0.795242352006357
"BLCA","drug_cnv",0.785463927563042
"BLCA","drug_cnv",0.792797494780793
"BLCA","drug_cnv",0.817755200774069
"BLCA","drug_cnv",0.826456766917293
"BLCA","drug_cnv",0.806642314716909
"BLCA","drug_cnv",0.816017105646807
"BLCA","drug_cnv",0.801762326656394
"BLCA","drug_cnv",0.800857269547224
"BLCA","drug_cnv",0.814204490700588
"BLCA","drug_cnv",0.780258462725432
"BLCA","drug_cnv",0.789385831410477
"BLCA","drug_cnv",0.75664601726745
"BLCA","drug_cnv",0.802065994320963
"BLCA","drug_cnv",0.815229401873649
"BLCA","drug_cnv",0.799327569644573
"BLCA","drug_cnv",0.777249806051203
"BLCA","drug_cnv",0.81310175571078
"BLCA","drug_cnv_snp",0.818430241384545
"BLCA","drug_cnv_snp",0.800935960591133
"BLCA","drug_cnv_snp",0.8569218870843
"BLCA","drug_cnv_snp",0.84882267659851
"BLCA","drug_cnv_snp",0.835394089845801
"BLCA","drug_cnv_snp",0.839782462219655
"BLCA","drug_cnv_snp",0.808605632420763
"BLCA","drug_cnv_snp",0.846150068748772
"BLCA","drug_cnv_snp",0.830224064751752
"BLCA","drug_cnv_snp",0.839517670702417
"BLCA","drug_cnv_snp",0.849440146090634
"BLCA","drug_cnv_snp",0.841864455247355
"BLCA","drug_cnv_snp",0.826828217039414
"BLCA","drug_cnv_snp",0.857149618970985
"BLCA","drug_cnv_snp",0.796379652485359
"BLCA","drug_cnv_snp",0.827824490190393
"BLCA","drug_cnv_snp",0.855753331387997
"BLCA","drug_cnv_snp",0.856925649992398
"BLCA","drug_cnv_snp",0.797536338999754
"BLCA","drug_cnv_snp",0.814632498431543
"BLCA","drug_cnv_snp",0.809533150255002
"BLCA","drug_cnv_snp",0.861940298507463
"BLCA","drug_cnv_snp",0.831322878970647
"BLCA","drug_cnv_snp",0.829511416646207
"BLCA","drug_cnv_snp",0.804333780627205
"BLCA","drug_cnv_snp",0.84439250107332
"BLCA","drug_cnv_snp",0.843217618883018
"BLCA","drug_cnv_snp",0.806593939393939
"BLCA","drug_cnv_snp",0.825160871950915
"BLCA","drug_cnv_snp",0.836290283381131
"BLCA","drug_cnv_snp",0.840539877300614
"BLCA","drug_cnv_snp",0.823857087975413
"BLCA","drug_cnv_snp",0.783218173683949
"BLCA","drug_cnv_snp",0.81906339846986
"BLCA","drug_cnv_snp",0.814901160814027
"BLCA","drug_cnv_snp",0.832734860248447
"BLCA","drug_cnv_snp",0.84479305740988
"BLCA","drug_cnv_snp",0.828166690923204
"BLCA","drug_cnv_snp",0.833019187086173
"BLCA","drug_cnv_snp",0.823887633827718
"BLCA","drug_cnv_snp",0.83192779997041
"BLCA","drug_cnv_snp",0.843623431788995
"BLCA","drug_cnv_snp",0.817013522585595
"BLCA","drug_cnv_snp",0.841028356843676
"BLCA","drug_cnv_snp",0.80418761286544
"BLCA","drug_cnv_snp",0.837423924972563
"BLCA","drug_cnv_snp",0.838794616734933
"BLCA","drug_cnv_snp",0.795616492210919
"BLCA","drug_cnv_snp",0.842042585623779
"BLCA","drug_cnv_snp",0.850749926477796
"BRCA","snp",0.79415347137637
"BRCA","snp",0.770339954163484
"BRCA","snp",0.798048327137546
"BRCA","snp",0.881120712228332
"BRCA","snp",0.863859398697475
"BRCA","snp",0.866410063837777
"BRCA","snp",0.846011816838996
"BRCA","snp",0.879609929078014
"BRCA","snp",0.814723460772223
"BRCA","snp",0.837905700734679
"BRCA","snp",0.844524602293748
"BRCA","snp",0.878485523385301
"BRCA","snp",0.796721929163527
"BRCA","snp",0.86823316764573
"BRCA","snp",0.865415001394182
"BRCA","snp",0.854821651764253
"BRCA","snp",0.884861203853859
"BRCA","snp",0.870046250113358
"BRCA","snp",0.893787755838067
"BRCA","snp",0.864303289893375
"BRCA","snp",0.853513116859292
"BRCA","snp",0.879045845526292
"BRCA","snp",0.851509162773985
"BRCA","snp",0.810257847533632
"BRCA","snp",0.803673391701561
"BRCA","snp",0.890904094531465
"BRCA","snp",0.891224862888483
"BRCA","snp",0.832583848604085
"BRCA","snp",0.884338044418806
